image_id,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,tag1,tag2,tag3
239515,10,6,16,19,58,51,60,108,80,60,2,20,385
954130,10,0,24,23,33,29,32,42,60,10,14,0,1396
253498,30,42,96,86,113,62,40,36,30,0,2,14,403
196817,20,60,92,41,63,61,72,120,70,30,2,20,353
477324,10,0,4,13,47,71,56,66,0,10,10,0,631
676743,0,36,44,19,41,46,44,84,70,20,14,27,856
197645,70,60,124,84,79,32,22,24,10,0,20,23,353
612370,0,6,12,23,56,38,46,120,70,40,21,23,772
832398,0,0,4,2,36,61,50,48,80,20,14,0,1112
323806,40,12,16,17,36,60,116,198,180,70,14,28,483
314648,0,6,20,7,34,55,88,150,110,50,14,0,476
853845,20,12,60,33,88,42,32,54,40,0,14,15,1170
766125,0,24,16,26,69,47,66,72,20,10,14,39,996
825043,0,0,8,11,50,48,50,36,40,10,14,0,1089
420681,10,12,12,27,70,63,34,42,10,0,10,16,565
654694,0,6,24,28,100,45,52,54,30,10,10,20,825
623241,10,12,24,22,59,65,62,60,60,10,14,48,787
932736,0,18,4,5,32,52,64,84,50,20,14,15,1324
321917,0,24,32,27,56,57,64,96,80,20,14,20,482
445299,0,18,40,41,64,38,24,6,10,0,14,15,596
329047,230,186,232,64,30,6,0,18,20,20,2,18,487
172855,20,54,96,57,128,85,58,66,60,20,14,27,335
684857,30,24,40,20,53,49,78,102,120,10,15,23,869
638860,10,12,36,31,59,49,48,84,10,10,10,20,809
114671,10,18,32,35,61,56,40,78,20,10,14,35,269
611092,0,0,0,12,34,71,50,72,40,20,10,21,770
796710,10,42,92,33,78,48,36,48,20,10,8,10,1047
848328,20,66,60,55,88,59,12,42,20,0,1,10,1154
799995,100,114,140,29,44,20,18,24,10,0,2,18,1051
889068,0,0,12,10,32,46,86,102,110,10,7,14,1220
663727,0,0,20,12,43,50,32,54,50,20,14,35,827
571778,210,60,128,62,37,14,18,12,40,20,14,15,726
566833,0,0,8,13,43,47,50,90,50,30,14,15,720
693822,40,42,116,53,68,19,16,12,0,10,14,27,882
412316,10,6,56,34,75,55,34,84,40,0,14,0,569
398347,10,0,32,23,57,58,68,120,70,50,14,15,557
220038,230,156,148,74,103,66,72,96,60,120,14,43,371
141677,10,18,72,43,101,79,38,60,20,40,2,5,304
793634,10,84,104,56,73,19,12,12,20,10,23,39,1041
126299,10,6,32,22,66,63,60,78,10,0,2,20,284
382663,0,0,4,22,51,68,80,120,20,20,14,34,541
43177,180,186,212,51,48,15,8,6,30,10,2,10,150
757699,20,18,96,39,74,53,40,60,30,30,14,21,982
226500,10,18,36,46,81,51,60,90,50,50,14,15,374
491720,20,6,56,52,49,29,36,54,30,0,14,27,658
293291,30,18,32,19,53,53,54,126,130,90,14,35,448
438709,10,0,0,5,25,71,150,264,350,110,14,27,600
709968,0,0,4,6,40,60,64,66,40,20,2,0,901
19899,20,12,92,43,58,52,50,54,30,50,10,23,91
341323,0,30,84,45,87,48,44,60,30,0,14,27,505
429722,10,0,12,44,80,32,18,18,0,0,14,0,589
571146,10,6,48,37,81,37,56,54,20,0,14,15,725
362081,30,12,28,19,46,67,84,48,80,60,23,25,523
24337,10,24,44,40,64,73,52,90,10,10,14,15,105
227050,50,90,140,89,64,18,16,12,20,10,14,15,374
267569,20,36,88,42,71,37,26,42,0,20,8,10,417
312068,0,6,4,11,43,76,74,84,50,60,14,0,469
456320,10,24,32,31,70,55,68,66,70,20,10,16,622
745392,20,6,32,32,71,30,22,12,20,20,14,0,959
891322,20,6,16,13,33,61,118,240,130,50,14,27,1226
829569,10,6,24,19,65,57,72,96,70,40,14,15,1114
10501,0,42,56,26,59,49,58,108,80,20,14,0,54
448096,10,12,48,80,151,78,34,18,0,20,14,15,616
417266,10,6,8,19,40,80,56,78,20,20,7,14,565
307070,0,12,48,18,70,54,62,78,20,40,14,28,465
697044,10,12,32,27,40,55,54,24,90,10,14,20,887
362293,0,0,24,21,55,64,80,96,70,60,2,20,523
200398,30,48,92,49,75,78,60,66,10,50,14,27,355
124930,0,6,24,38,67,46,20,18,10,10,14,19,281
32054,0,18,52,16,52,56,108,138,70,60,10,20,123
518665,10,0,28,14,75,67,44,78,30,20,14,0,685
830826,0,0,0,8,35,44,72,90,90,20,14,15,1112
130839,10,24,108,59,74,34,10,18,10,0,14,15,291
105073,50,54,108,62,51,19,28,42,0,10,7,14,256
422361,40,48,56,67,87,49,52,72,30,10,10,47,582
828789,0,6,0,6,32,46,68,108,50,10,2,20,1111
741685,10,6,12,14,33,44,76,108,70,50,7,14,954
398493,30,12,40,33,91,53,56,42,30,20,2,7,558
688191,0,0,4,3,21,37,94,84,110,60,14,0,871
600647,0,6,56,46,55,29,16,12,10,0,14,33,757
701530,0,6,32,25,70,37,26,12,0,0,2,20,886
104974,20,12,40,33,74,34,48,48,10,20,23,39,256
253467,0,18,20,30,68,68,50,30,10,20,10,12,402
72370,40,54,68,47,67,59,80,108,50,10,14,20,211
818493,0,6,12,14,45,43,28,18,0,10,2,20,1075
91050,140,150,268,81,54,45,22,48,30,20,23,0,235
909219,0,6,24,13,30,52,26,30,0,10,14,15,1266
72293,20,18,36,32,76,30,22,30,0,10,2,8,210
470830,10,24,24,34,58,66,68,66,60,40,10,16,635
349961,0,24,60,48,115,103,122,186,60,60,2,0,511
445359,10,6,32,52,69,39,12,12,20,10,23,0,596
627893,0,12,40,27,53,42,40,60,50,0,14,35,783
30727,40,78,72,37,67,49,48,90,20,20,14,27,121
542435,0,0,0,1,19,48,82,30,60,30,14,15,692
128250,40,90,156,74,88,46,22,18,30,10,7,14,287
428337,10,30,56,41,63,24,22,48,10,0,1,10,589
121453,10,42,104,55,94,69,50,120,70,20,14,21,278
321196,20,18,40,48,42,47,56,114,60,20,14,0,482
601857,10,18,32,31,71,52,40,42,30,30,2,50,759
614690,10,18,52,44,61,31,14,6,0,0,10,39,773
90754,300,354,328,78,43,9,6,0,10,30,10,0,235
496062,0,12,24,26,60,77,100,132,150,60,7,14,662
923722,0,12,28,19,57,41,22,30,0,0,14,15,1307
175756,30,30,116,53,51,21,16,6,20,0,2,10,337
370232,10,6,28,22,53,50,72,102,90,20,14,27,530
2288,20,78,100,39,61,35,58,96,20,20,23,0,19
664730,10,18,32,23,40,43,38,96,50,40,7,14,840
627983,0,0,16,13,50,55,72,120,60,30,14,21,783
834625,0,0,4,7,21,57,72,108,30,20,14,0,1118
308134,10,42,44,35,70,56,40,60,20,20,2,10,465
666350,20,18,44,27,73,45,46,90,70,10,2,10,844
930619,0,6,32,16,57,69,38,48,60,10,14,53,1331
35910,0,24,24,32,50,22,26,36,20,10,1,10,132
772051,20,30,92,77,207,144,78,24,10,20,14,15,1005
942032,30,54,60,31,55,56,32,24,10,20,12,14,1362
588222,0,24,24,32,64,52,32,54,10,0,10,20,744
276094,40,132,172,116,121,51,42,42,20,20,2,0,428
418432,10,24,108,57,67,24,6,24,0,0,7,14,565
628727,30,30,68,61,103,75,56,48,50,20,1,14,796
430702,20,30,84,63,55,14,14,6,0,30,14,15,592
476670,0,24,20,20,71,54,96,78,40,0,14,21,640
745946,10,12,4,20,36,72,90,174,120,50,14,27,961
897421,60,36,40,21,75,67,66,84,40,20,10,20,1238
884908,10,6,28,23,55,29,26,6,10,0,14,51,1214
263729,60,138,180,99,61,18,16,6,0,20,14,0,413
164054,50,72,168,102,79,35,32,18,20,10,14,20,328
614396,0,6,0,4,22,54,72,156,120,10,2,33,769
838104,20,18,24,24,54,69,54,72,80,50,12,14,1135
935681,0,0,36,18,58,68,48,72,10,20,14,15,1331
824919,20,12,24,26,63,35,14,42,20,0,14,0,1089
707302,30,12,8,33,70,49,40,42,0,10,14,15,899
223742,0,0,16,16,73,82,106,114,110,70,2,28,372
884900,0,6,20,26,49,33,18,0,30,10,14,45,1214
844031,0,12,4,7,18,48,72,96,100,60,2,15,1147
855982,0,0,16,9,34,44,52,54,40,0,14,15,1174
429107,0,18,28,44,69,40,10,12,0,0,2,20,589
225698,10,24,28,40,110,59,42,42,20,20,20,23,374
215375,20,18,104,43,88,59,64,108,40,20,2,10,367
228149,10,42,100,67,113,46,46,36,0,50,14,15,375
634561,10,0,0,11,72,84,102,96,10,10,14,0,804
612302,0,0,4,6,38,45,72,102,70,20,14,46,769
64874,110,144,220,90,64,21,18,6,20,10,10,31,199
420726,10,24,16,28,75,58,54,78,40,30,14,34,576
275853,30,30,60,66,151,111,112,78,40,30,14,15,430
288991,20,48,108,62,86,45,32,48,40,30,2,10,443
257058,40,48,132,66,96,50,26,30,0,0,14,20,401
154473,0,6,40,33,82,56,56,30,10,10,14,27,317
927065,10,0,12,10,52,58,36,36,60,50,14,28,1308
140596,0,18,36,40,71,45,74,84,30,0,2,33,305
40400,100,0,0,0,0,0,0,0,0,0,0,0,0
735143,120,102,160,58,80,18,22,18,0,0,8,14,942
331376,40,30,120,76,77,23,20,36,10,40,2,0,491
901729,0,6,16,13,40,42,58,120,70,90,7,14,1252
254523,10,12,44,54,91,96,84,174,130,30,7,14,403
263740,10,0,16,8,46,78,140,330,170,160,14,15,401
735802,60,90,96,40,22,5,6,12,0,10,2,58,941
850719,0,6,4,17,43,64,52,48,20,10,14,53,1150
343076,10,24,24,27,78,78,60,120,40,40,10,21,503
64690,20,60,96,69,104,32,42,36,0,10,2,20,199
439172,10,0,24,33,46,75,60,126,10,30,10,12,603
828467,0,0,16,10,54,76,94,186,110,70,14,0,1109
136509,0,12,28,23,107,107,104,144,40,30,20,23,296
769892,0,0,20,10,36,42,88,144,80,100,14,35,1002
81363,10,66,80,38,62,51,74,258,120,120,14,15,225
70159,60,138,192,72,65,36,36,24,20,20,14,35,207
843227,10,12,48,27,61,47,22,30,10,10,14,27,1136
347177,20,18,44,19,59,83,92,216,120,50,14,15,508
275036,10,36,60,45,102,121,112,186,130,40,10,21,428
185992,130,156,168,86,82,32,22,24,20,20,1,10,347
639887,0,12,32,23,61,58,74,48,10,0,10,20,809
797982,10,54,52,38,73,44,38,42,0,0,2,20,1048
448074,0,6,12,31,117,114,102,60,50,50,14,53,616
282975,10,54,48,41,89,70,60,120,30,0,14,27,436
691496,20,18,52,19,56,56,50,54,40,40,10,16,880
921404,10,12,32,29,73,47,22,24,20,0,14,53,1303
261915,20,54,96,67,75,46,28,48,50,0,10,0,413
394512,10,6,16,29,71,54,46,48,30,0,14,27,552
760145,0,6,8,7,33,63,72,84,60,10,1,14,976
72714,50,102,164,80,83,30,22,6,0,0,14,20,211
440034,0,6,20,30,63,55,32,42,20,0,14,0,596
135771,0,12,40,30,97,96,128,144,90,40,14,23,296
567802,0,6,16,18,47,56,84,126,190,60,14,15,723
667660,0,0,12,7,40,66,72,84,110,20,2,28,846
520652,0,0,16,11,51,59,42,66,30,0,14,27,686
820708,10,6,36,23,62,52,62,48,70,10,14,15,1092
697021,0,24,64,22,74,36,10,30,40,10,14,22,888
201459,0,0,16,27,69,72,94,162,50,10,4,14,356
26112,10,18,44,33,49,62,76,132,130,10,14,15,110
505138,0,0,16,27,65,46,42,36,20,10,14,28,664
40800,100,0,0,0,0,0,0,0,0,0,0,0,0
450717,0,0,4,22,87,145,118,192,40,60,14,15,616
16012040,100,0,0,0,0,0,0,0,0,0,0,0,0
630479,0,0,4,16,53,53,32,54,20,20,2,15,797
80325,0,0,16,30,62,56,42,60,10,10,10,14,222
853140,10,36,104,44,47,11,6,6,0,0,8,14,1164
287637,30,78,116,83,73,28,18,30,30,10,14,0,443
5723,70,108,100,55,69,56,68,192,120,80,2,0,33
836879,0,0,12,12,51,50,48,42,10,0,14,15,1118
396722,10,12,52,26,60,62,58,48,30,10,14,15,557
857947,10,18,32,14,50,61,60,72,50,50,1,2,1176
298216,0,12,28,22,67,78,100,198,160,80,14,28,453
846332,0,12,8,10,37,72,110,156,90,40,14,15,1153
132044,0,6,12,6,31,58,122,156,160,100,2,20,295
523200,0,0,4,3,32,51,86,84,150,30,14,27,679
297459,0,48,36,53,89,89,54,72,60,0,14,15,453
445854,0,0,4,9,29,78,152,228,230,70,14,0,609
680434,0,30,24,12,40,64,44,120,100,30,23,0,863
542870,0,0,0,6,32,61,120,132,110,60,2,0,699
792347,0,0,12,5,28,44,54,42,90,60,2,61,1032
112485,20,18,96,37,75,76,62,102,20,10,1,10,266
477149,0,0,4,13,30,51,86,102,130,80,2,23,631
781956,10,42,52,58,77,36,16,12,0,0,2,39,1020
255541,20,18,88,80,115,59,60,126,80,70,14,28,403
159226,0,42,56,56,87,24,8,12,0,0,14,0,321
623933,0,12,20,17,57,56,44,24,10,0,2,10,783
853926,40,30,44,50,93,39,18,36,30,0,14,28,1170
314901,10,36,36,29,72,38,30,42,10,10,7,14,476
297040,30,6,36,8,39,69,132,300,330,150,14,21,453
134688,0,12,40,38,104,42,32,18,20,10,14,15,297
955491,0,6,0,6,35,49,58,48,90,50,14,27,1399
86755,60,66,128,68,65,17,10,6,0,20,2,12,220
265010,100,150,208,62,46,14,14,6,0,20,23,39,416
669012,0,0,4,2,28,53,100,156,100,70,1,14,846
132071,0,0,24,11,58,97,224,276,150,90,23,35,296
558878,0,0,8,14,38,36,50,54,60,10,10,24,714
437738,0,0,4,18,58,74,140,168,110,30,2,63,600
236353,10,18,56,50,80,47,28,36,30,20,14,21,382
829458,0,6,8,4,20,30,70,108,160,80,14,0,1111
510455,0,0,8,12,37,74,108,132,120,20,10,0,682
150902,20,18,60,67,72,35,22,18,20,0,14,21,314
593136,10,24,20,45,39,12,2,6,10,10,2,15,748
170087,80,162,248,112,98,37,12,18,30,10,14,28,333
232893,40,54,92,57,75,33,24,36,40,20,10,0,380
444594,0,6,4,10,50,97,96,216,70,20,14,35,609
119385,10,12,24,14,73,91,150,300,280,60,1,14,276
281301,0,24,36,34,78,73,100,96,30,20,14,27,436
106581,0,12,24,27,61,64,38,30,10,20,14,36,260
603382,10,24,36,36,74,46,20,66,30,20,14,27,759
126580,0,54,160,65,98,34,30,66,20,30,14,15,285
64778,40,48,108,67,100,45,36,60,10,30,2,20,199
1604040,100,0,0,0,0,0,0,0,0,0,0,0,0
831453,0,36,48,41,71,39,22,60,60,10,10,21,1116
284224,20,24,64,51,86,52,40,60,20,10,2,10,440
37151,80,96,144,47,54,16,22,0,0,0,2,20,136
16510,0,12,28,35,58,52,68,78,50,0,1,2,82
17054,220,72,104,37,65,30,44,18,50,70,12,14,83
101479,0,24,96,43,103,81,92,96,60,10,14,28,251
540556,10,0,4,17,58,60,62,108,60,50,2,23,700
195183,60,138,208,90,70,16,8,18,10,0,2,20,353
153017,30,78,116,56,80,76,88,162,120,80,2,10,316
93829,50,60,60,35,64,59,64,144,140,110,14,15,239
208180,20,42,112,68,66,13,10,12,10,0,10,17,361
428342,20,18,52,23,31,63,92,120,100,70,14,26,587
694321,0,30,36,25,49,37,42,24,40,20,2,0,883
42110,40,84,128,43,36,18,10,12,20,10,14,22,149
398626,60,66,64,50,71,28,12,6,10,0,2,0,557
675064,0,0,16,30,61,30,6,24,30,0,14,21,843
857402,10,0,4,9,50,60,32,0,30,10,2,20,1164
843508,0,6,32,31,71,35,12,6,20,0,14,27,1150
948851,0,0,8,4,25,57,72,90,30,20,14,28,1371
249275,110,96,168,90,82,26,12,30,40,10,7,14,395
668574,0,6,12,10,55,48,80,66,50,0,2,28,846
498009,120,192,216,94,35,11,2,0,10,10,14,20,668
54399,30,60,128,38,89,40,30,24,0,50,14,18,177
448641,20,24,8,30,125,121,92,84,20,30,14,15,616
830248,0,0,28,26,73,42,22,42,20,10,14,15,1104
257374,260,204,228,76,62,23,14,36,0,20,10,30,407
829902,10,18,20,14,78,77,90,126,140,50,14,0,1113
287931,0,30,44,43,95,52,36,54,20,20,14,0,443
517347,0,6,0,14,45,67,88,132,60,40,2,19,684
788705,0,42,40,18,64,59,20,24,40,0,14,0,1031
825757,60,24,52,45,40,16,2,6,0,0,14,0,1101
728459,20,6,12,17,40,39,58,90,40,90,10,50,930
133194,40,54,80,69,76,53,48,24,50,40,14,0,294
574313,0,6,0,23,60,72,50,42,20,10,2,7,728
673888,0,12,24,14,47,48,24,54,40,20,17,23,843
771172,0,0,12,7,57,58,66,60,30,20,14,21,1004
693853,10,18,36,14,40,60,96,78,60,40,14,27,882
328337,0,6,8,8,40,62,112,84,40,80,14,35,489
524386,0,12,4,17,46,62,36,54,30,30,2,12,679
72289,20,24,48,29,67,35,30,30,10,20,8,14,210
223313,70,114,188,96,85,28,20,30,10,20,10,31,373
591170,0,0,0,4,35,48,58,78,40,0,14,15,738
13609,10,0,24,23,46,46,88,168,100,30,10,20,74
921232,0,6,4,8,29,54,82,156,170,60,14,21,1301
19502,0,24,16,10,33,43,92,240,310,150,7,10,91
677578,0,0,24,23,50,55,48,84,90,70,14,15,861
255509,10,42,88,63,105,77,68,90,90,30,2,0,403
503429,10,24,52,40,66,42,16,12,0,0,2,12,664
800415,30,12,56,39,59,30,28,48,0,10,1,2,1054
579210,0,0,0,1,19,46,94,162,140,40,14,35,721
695635,0,18,32,19,69,55,36,24,40,10,14,0,887
492084,10,6,20,11,37,45,74,150,160,70,14,15,658
874083,20,12,48,58,61,12,2,0,0,0,14,0,1201
14590,20,18,88,45,54,38,42,12,20,0,2,14,77
191380,20,24,44,37,67,56,50,84,40,10,14,15,350
829576,0,18,24,15,63,49,24,66,40,20,14,28,1104
287993,30,30,44,52,73,26,22,48,10,0,10,31,441
339682,0,12,40,28,63,48,50,30,20,10,2,20,500
306943,100,126,196,84,56,19,10,12,0,0,2,14,463
17721,10,42,68,38,70,51,44,108,70,20,14,15,87
276153,10,36,92,63,93,68,36,72,20,10,14,15,429
573023,40,12,36,31,65,55,32,18,40,0,10,13,728
24101,30,54,60,33,51,59,78,66,70,20,10,31,105
243490,40,24,40,43,78,70,96,96,90,50,14,21,392
46014,0,6,28,19,30,29,52,114,90,60,12,14,156
64809,80,102,108,79,94,31,22,18,30,20,10,20,199
536501,10,30,16,11,47,46,36,60,40,0,10,16,696
275976,0,24,40,18,100,142,164,294,210,100,2,14,430
222225,70,30,68,24,78,65,70,78,70,50,14,35,372
740533,0,18,12,11,52,51,42,36,30,10,14,21,944
661275,10,6,36,14,64,65,52,48,40,10,1,2,836
932535,0,18,32,29,58,26,2,12,0,0,14,0,1335
244108,20,66,56,29,62,46,34,60,70,50,7,14,393
499090,10,24,68,60,85,55,68,42,10,50,14,15,668
22665,0,0,12,10,26,35,52,90,70,20,2,20,100
386274,0,18,24,44,61,36,12,12,10,10,10,21,545
939821,0,6,4,3,12,36,94,180,160,130,14,0,1355
615747,10,0,0,6,19,46,84,150,110,90,14,27,769
398545,0,12,20,14,40,71,78,126,120,30,14,21,557
34874,0,12,4,13,34,38,48,54,40,0,10,0,130
623836,0,0,20,20,64,68,96,138,90,40,14,20,788
617335,10,54,36,61,95,62,48,30,70,10,2,23,777
27789,0,12,32,14,47,51,126,270,270,80,2,20,114
42372,20,42,56,24,56,32,20,18,20,0,12,14,149
137114,0,24,28,22,58,59,46,24,0,10,2,20,299
663606,0,6,20,15,55,50,30,18,10,20,2,20,827
720148,30,90,128,66,107,60,40,66,40,0,14,32,917
245101,0,0,20,7,30,50,124,186,150,130,14,21,391
790226,20,60,84,52,74,32,28,30,10,40,14,35,1033
480236,0,12,12,11,32,49,94,198,150,120,14,27,644
170221,30,102,168,103,131,36,20,54,10,0,14,20,333
358681,0,0,24,12,51,64,112,162,110,30,2,8,521
934675,0,0,28,18,58,67,46,54,30,10,14,53,1331
922001,0,0,8,4,27,41,48,54,60,10,7,14,1304
429520,0,6,16,43,74,26,14,12,0,10,10,28,581
227030,0,12,24,19,81,66,78,138,40,30,14,21,374
872993,0,0,4,9,28,55,60,84,40,30,2,0,1193
632958,0,6,12,10,35,80,150,120,50,30,2,0,804
479259,0,0,8,13,61,59,52,90,30,10,14,35,642
664266,0,0,12,1,26,48,74,102,90,80,10,14,827
447979,10,0,24,30,64,61,40,84,60,10,7,14,612
615604,10,6,36,46,69,15,14,0,20,20,14,0,769
238151,0,12,36,39,83,37,26,30,30,0,14,21,385
693242,0,12,20,11,35,52,68,90,60,20,10,14,883
152487,70,144,176,99,96,43,40,72,60,20,23,0,316
938009,0,12,16,18,60,38,30,30,0,0,14,15,1339
286037,10,12,40,37,71,38,10,18,30,20,23,0,431
375802,10,6,44,29,84,59,60,138,30,20,14,39,534
416979,440,306,196,64,37,9,6,12,0,0,2,0,573
669767,0,12,28,21,59,40,26,18,10,10,7,14,843
888762,20,36,44,61,63,20,6,6,10,0,14,15,1220
694289,10,18,20,33,72,46,38,36,50,20,14,27,882
311572,0,0,12,12,35,75,82,108,100,50,14,0,469
713149,40,66,112,53,72,25,30,30,10,0,23,39,909
772235,10,12,48,45,130,148,216,228,180,70,7,14,1005
102161,10,0,4,13,53,59,108,150,50,10,2,0,252
178514,10,60,96,65,87,34,22,36,20,0,14,27,340
121747,140,42,76,38,70,66,88,126,50,60,14,15,278
323477,10,96,136,91,64,20,12,6,0,0,1,10,483
495254,60,66,116,75,87,29,20,12,10,0,2,10,662
394093,40,66,104,63,58,20,10,0,0,10,10,14,552
126155,10,6,40,54,97,25,14,48,0,0,2,25,284
576086,0,30,20,30,70,31,2,18,10,0,14,21,721
690490,10,24,24,40,62,32,16,0,20,10,14,0,878
632604,0,18,32,37,73,78,68,138,0,10,10,0,803
724478,40,6,48,35,54,28,38,18,0,20,2,0,924
811536,0,18,16,18,53,30,28,12,10,0,14,27,1072
418279,10,18,68,25,75,65,48,54,0,20,7,14,576
922948,0,6,12,10,26,44,36,90,40,0,10,61,1293
